index,Summary,word,POS,freq,forms,important,ranking
4118,grind|v,grind,v,47,"grind, grinding, grinds, ground",bonus,4118
4096,addicted|j,addicted,j,47,addicted,bonus,4096
4119,hairy|j,hairy,j,47,"hairy, hairier, hairiest",bonus,4119
4116,extension|n,extension,n,47,"extension, extensions",bonus,4116
4115,embarrassment|n,embarrassment,n,47,"embarrassment, embarrassments",bonus,4115
4114,edition|n,edition,n,47,"edition, editions",bonus,4114
4113,dunk|v,dunk,v,47,"dunk, dunked, dunking, dunks",bonus,4113
4112,distraction|n,distraction,n,47,"distraction, distractions",bonus,4112
4177,photographer|n,photographer,n,46,"photographer, photographers",bonus,4177
4187,shatter|v,shatter,v,46,"shatter, shattered, shattering, shatters",bonus,4187
4178,process|v,process,v,46,"process, processed, processes, processing",bonus,4178
4179,psychic|j,psychic,j,46,psychic,bonus,4179
4180,puffy|j,puffy,j,46,"puffy, puffier, puffiest",bonus,4180
4181,quote|n,quote,n,46,"quote, quotes",bonus,4181
4182,racket|n,racket,n,46,"racket, rackets, racquet, racquets",bonus,4182
4183,region|n,region,n,46,"region, regions",bonus,4183
4184,robe|n,robe,n,46,"robe, robes",bonus,4184
4185,sea|j,sea,j,46,sea,bonus,4185
4186,sew|v,sew,v,46,"sew, sewed, sewing, sewn, sews",bonus,4186
4193,stir|v,stir,v,46,"stir, stirred, stirring, stirs",bonus,4193
4188,sickness|n,sickness,n,46,sickness,bonus,4188
4189,sidekick|n,sidekick,n,46,"sidekick, sidekicks",bonus,4189
4190,skank|n,skank,n,46,"skank, skanks",bonus,4190
4191,spice|n,spice,n,46,"spice, spices",bonus,4191
4192,starter|n,starter,n,46,"starter, starters",bonus,4192
4194,structure|n,structure,n,46,"structure, structures",bonus,4194
4195,sub|n,sub,n,46,"sub, subs",bonus,4195
4196,tampon|n,tampon,n,46,"tampon, tampons",bonus,4196
4197,touchdown|n,touchdown,n,46,"touchdown, touchdowns",bonus,4197
4198,pimp|n,pimp,n,46,"pimp, pimps",bonus,4198
4175,opponent|n,opponent,n,46,"opponent, opponents",bonus,4175
4176,penguin|n,penguin,n,46,"penguin, penguins",bonus,4176
4199,brief|j,brief,j,46,"brief, briefer, briefest",bonus,4199
4174,liberty|n,liberty,n,46,"liberty, liberties",bonus,4174
4161,drawing|n,drawing,n,46,"drawing, drawings",bonus,4161
4151,altar|n,altar,n,46,"altar, altars",bonus,4151
4152,assembly|n,assembly,n,46,"assembly, assemblies",bonus,4152
4153,bath|v,bath,v,46,"bath, bathed, bathing, baths",bonus,4153
4154,beaver|n,beaver,n,46,"beaver, beavers",bonus,4154
4155,blazer|n,blazer,n,46,"blazer, blazers",bonus,4155
4156,compromise|v,compromise,v,46,"compromise, compromised, compromises, compromising",bonus,4156
4157,conspiracy|n,conspiracy,n,46,"conspiracy, conspiracies",bonus,4157
4158,critical|j,critical,j,46,critical,bonus,4158
4159,devastated|j,devastated,j,46,devastated,bonus,4159
4160,disappointment|n,disappointment,n,46,"disappointment, disappointments",bonus,4160
4150,advise|v,advise,v,46,"advise, advised, advises, advising",bonus,4150
4162,dumpster|n,dumpster,n,46,"dumpster, dumpsters",bonus,4162
4169,jackpot|n,jackpot,n,46,"jackpot, jackpots",bonus,4169
4163,feather|n,feather,n,46,"feather, feathers",bonus,4163
4172,Korean|K,Korean,K,46,"Korean, Koreans",bonus,4172
4171,jungle|n,jungle,n,46,"jungle, jungles",bonus,4171
4170,janitor|n,janitor,n,46,"janitor, janitors",bonus,4170
4173,lasagna|n,lasagna,n,46,"lasagna, lasagnas, lasagne, lasagnes",bonus,4173
4168,immature|j,immature,j,46,immature,bonus,4168
4166,goddess|n,goddess,n,46,"goddess, goddesses",bonus,4166
4165,furious|j,furious,j,46,furious,bonus,4165
4164,feature|v,feature,v,46,"feature, featured, features, featuring",bonus,4164
4167,housekeeper|n,housekeeper,n,46,"housekeeper, housekeepers",bonus,4167
4236,slippery|j,slippery,j,45,"slippery, slipperier, slipperiest",bonus,4236
4226,phony|j,phony,j,45,"phony, phoney, phonier, phoniest",bonus,4226
4227,previous|j,previous,j,45,previous,bonus,4227
4228,rehab|n,rehab,n,45,"rehab, rehabs",bonus,4228
4229,reindeer|n,reindeer,n,45,"reindeer, reindeers",bonus,4229
4230,reminder|n,reminder,n,45,"reminder, reminders",bonus,4230
4231,rescue|n,rescue,n,45,"rescue, rescues",bonus,4231
4232,resent|v,resent,v,45,"resent, resented, resenting, resents",bonus,4232
4233,rodeo|n,rodeo,n,45,"rodeo, rodeos",bonus,4233
4234,round|v,round,v,45,"round, rounded, rounding, rounds",bonus,4234
4235,severe|j,severe,j,45,"severe, severer, severest",bonus,4235
4239,ta-da|u,ta-da,u,45,"ta-da, tada, ta-dah",bonus,4239
4237,smoker|n,smoker,n,45,"smoker, smokers",bonus,4237
4238,spooky|j,spooky,j,45,"spooky, spookier, spookiest",bonus,4238
4240,tap|n,tap,n,45,"tap, taps",bonus,4240
4241,terror|n,terror,n,45,"terror, terrors",bonus,4241
4243,transplant|n,transplant,n,45,"transplant, transplants",bonus,4243
4244,villain|n,villain,n,45,"villain, villains",bonus,4244
4245,well|n,well,n,45,"well, wells",bonus,4245
4246,whatsoever|fw,whatsoever,fw,45,whatsoever,bonus,4246
4247,stunt|v,stunt,v,45,"stunt, stunts",bonus,4247
4248,dock|n,dock,n,45,"dock, docks",bonus,4248
4224,novelty|n,novelty,n,45,"novelty, novelties",bonus,4224
4242,thirty-eight|m,thirty-eight,m,45,thirty-eight,bonus,4242
4225,phew|u,phew,u,45,phew,bonus,4225
4223,married|j,married,j,45,married,bonus,4223
4210,doorman|n,doorman,n,45,"doorman, doormen",bonus,4210
4222,irony|n,irony,n,45,"irony, ironies",bonus,4222
4200,anxiety|n,anxiety,n,45,"anxiety, anxieties",bonus,4200
4201,approach|n,approach,n,45,"approach, approaches",bonus,4201
4202,bay|n,bay,n,45,"bay, bays",bonus,4202
4203,beat|n,beat,n,45,"beat, beats",bonus,4203
4204,buzz|n,buzz,n,45,"buzz, buzzes",bonus,4204
4206,desperately|r,desperately,r,45,desperately,bonus,4206
4207,diabetes|n,diabetes,n,45,diabetes,bonus,4207
4208,diarrhea|n,diarrhea,n,45,"diarrhea, diarrheas",bonus,4208
4209,dictionary|n,dictionary,n,45,"dictionary, dictionaries",bonus,4209
4205,chemistry|n,chemistry,n,45,"chemistry, chemistries",bonus,4205
4211,exploit|v,exploit,v,45,"exploit, exploited, exploiting, exploits",bonus,4211
4213,fluid|n,fluid,n,45,"fluid, fluids",bonus,4213
4214,forty-two|m,forty-two,m,45,forty-two,bonus,4214
4215,funky|j,funky,j,45,"funky, funkier, funkiest",bonus,4215
4216,gender|n,gender,n,45,"gender, genders",bonus,4216
4217,glitter|n,glitter,n,45,"glitter, glitters",bonus,4217
4218,harass|v,harass,v,45,"harass, harassed, harasses, harassing",bonus,4218
4219,hen|n,hen,n,45,"hen, hens",bonus,4219
4220,improv|n,improv,n,45,"improv, improvs",bonus,4220
4212,fatty|n,fatty,n,45,"fatty, fatties",bonus,4212
4221,interfere|v,interfere,v,45,"interfere, interfered, interferes, interfering",bonus,4221
4283,outlet|n,outlet,n,44,"outlet, outlets",bonus,4283
4287,range|n,range,n,44,"range, ranges",bonus,4287
4276,lounge|n,lounge,n,44,"lounge, lounges",bonus,4276
4285,prop|n,prop,n,44,"prop, props",bonus,4285
4284,paycheck|n,paycheck,n,44,"paycheck, paychecks",bonus,4284
4278,milkshake|n,milkshake,n,44,"milkshake, milkshakes",bonus,4278
4282,notebook|n,notebook,n,44,"notebook, notebooks",bonus,4282
4281,negotiate|v,negotiate,v,44,"negotiate, negotiated, negotiates, negotiating",bonus,4281
4280,near|j,near,j,44,"near, nearer, nearest",bonus,4280
4279,mutant|n,mutant,n,44,"mutant, mutants",bonus,4279
4289,saxophone|n,saxophone,n,44,"saxophone, saxophones",bonus,4289
4288,sane|j,sane,j,44,"sane, saner, sanest",bonus,4288
4301,warrior|n,warrior,n,44,"warrior, warriors",bonus,4301
4290,smiley|n,smiley,n,44,"smiley, smilies, smileys",bonus,4290
4291,solar|j,solar,j,44,solar,bonus,4291
4292,spaceship|n,spaceship,n,44,"spaceship, spaceships",bonus,4292
4293,stem|n,stem,n,44,"stem, stems",bonus,4293
4294,sting|v,sting,v,44,"sting, stinging, stings, stung",bonus,4294
4295,storage|n,storage,n,44,storage,bonus,4295
4296,suite|n,suite,n,44,"suite, suites",bonus,4296
4297,trade|n,trade,n,44,"trade, trades",bonus,4297
4298,unlock|v,unlock,v,44,"unlock, unlocked, unlocking, unlocks",bonus,4298
4299,urban|j,urban,j,44,urban,bonus,4299
4300,wacky|j,wacky,j,44,"wacky, wackier, wackiest, whacky, whackier, whackiest",bonus,4300
4302,Congress|K,Congress,K,44,Congress,bonus,4302
4277,major|n,major,n,44,"major, majored, majoring, majorly, majors",bonus,4277
4286,quantum|n,quantum,n,44,"quantum, quanta",bonus,4286
4275,importantly|r,importantly,r,44,importantly,bonus,4275
4261,commissioner|n,commissioner,n,44,"commissioner, commissioners",bonus,4261
4274,hurry|n,hurry,n,44,"hurry, hurries",bonus,4274
4249,vomit|n,vomit,n,44,vomit,bonus,4249
4250,a.k.a.|abbr,a.k.a.,abbr,44,"AKA, a/k/a, A.K.A., a.k.a., aka",bonus,4250
4251,accurate|j,accurate,j,44,accurate,bonus,4251
4252,alter|v,alter,v,44,"alter, altered, altering, alters",bonus,4252
4253,ash|n,ash,n,44,"ash, ashes",bonus,4253
4254,authentic|j,authentic,j,44,authentic,bonus,4254
4256,booger|n,booger,n,44,"booger, boogers",bonus,4256
4257,broken|j,broken,j,44,broken,bonus,4257
4258,chemical|n,chemical,n,44,"chemical, chemicals",bonus,4258
4259,clap|v,clap,v,44,"clap, clapped, clapping, claps",bonus,4259
4260,closely|r,closely,r,44,"closely, closelier, closeliest ",bonus,4260
4255,basis|n,basis,n,44,"basis, bases, baseis",bonus,4255
4262,communication|n,communication,n,44,"communication, communications",bonus,4262
4268,fetch|v,fetch,v,44,"fetch, fetched, fetches, fetching",bonus,4268
4263,drive|n,drive,n,44,"drive, drives",bonus,4263
4273,harmless|j,harmless,j,44,harmless,bonus,4273
4272,godfather|n,godfather,n,44,"godfather, godfathers",bonus,4272
4271,glory|n,glory,n,44,"glory, glories",bonus,4271
4269,forty-eight|m,forty-eight,m,44,forty-eight,bonus,4269
4270,fried|j,fried,j,44,fried,bonus,4270
4267,federal|j,federal,j,44,federal,bonus,4267
4266,fax|n,fax,n,44,"fax, faxes",bonus,4266
4265,engineer|n,engineer,n,44,"engineer, engineers",bonus,4265
4264,Dutch|K,Dutch,K,44,Dutch,bonus,4264
4341,sandal|n,sandal,n,43,"sandal, sandals",bonus,4341
4346,significant|j,significant,j,43,significant,bonus,4346
4345,sidewalk|n,sidewalk,n,43,"sidewalk, sidewalks",bonus,4345
4344,shrink|v,shrink,v,43,"shrink, shrank, shrinking, shrinks, shrunk, shrunken",bonus,4344
4343,servant|n,servant,n,43,"servant, servants",bonus,4343
4342,seize|v,seize,v,43,"seize, seized, seizes, seizing",bonus,4342
4335,priceless|j,priceless,j,43,priceless,bonus,4335
4340,rusty|j,rusty,j,43,"rusty, rustier, rustiest",bonus,4340
4339,receipt|n,receipt,n,43,"receipt, receipts",bonus,4339
4338,ramp|n,ramp,n,43,"ramp, ramps",bonus,4338
4337,public|n,public,n,43,"public, publics",bonus,4337
4336,priority|n,priority,n,43,"priority, priorities",bonus,4336
4348,spine|n,spine,n,43,"spine, spines",bonus,4348
4347,slaughter|v,slaughter,v,43,"slaughter, slaughtered, slaughtering, slaughters",bonus,4347
4361,driving|n,driving,n,43,driving,bonus,4361
4349,stubborn|j,stubborn,j,43,"stubborn, stubborner, stubbornest",bonus,4349
4350,stumble|v,stumble,v,43,"stumble, stumbled, stumbles, stumbling",bonus,4350
4351,trouble|v,trouble,v,43,"trouble, troubled, troubles, troubling",bonus,4351
4352,upset|v,upset,v,43,"upset, upsets, upsetting",bonus,4352
4353,urge|n,urge,n,43,"urge, urges",bonus,4353
4354,urgent|j,urgent,j,43,urgent,bonus,4354
4355,veal|n,veal,n,43,"veal, veals",bonus,4355
4356,wink|v,wink,v,43,"wink, winked, winking, winks",bonus,4356
4357,notch|n,notch,n,43,"notch, notches",bonus,4357
4358,scum|n,scum,n,43,"scum, scums",bonus,4358
4359,sewer|n,sewer,n,43,"sewer, sewers",bonus,4359
4360,bargain|n,bargain,n,43,"bargain, bargains",bonus,4360
4333,porch|n,porch,n,43,"porch, porches",bonus,4333
4334,predict|v,predict,v,43,"predict, predicted, predicting, predicts",bonus,4334
4362,remark|n,remark,n,43,"remark, remarks",bonus,4362
4332,poo|n,poo,n,43,"poo, poos",bonus,4332
4317,holder|n,holder,n,43,"holder, holders",bonus,4317
4304,aggressive|j,aggressive,j,43,aggressive,bonus,4304
4305,balcony|n,balcony,n,43,"balcony, balconies",bonus,4305
4306,beam|n,beam,n,43,"beam, beams",bonus,4306
4307,cappuccino|n,cappuccino,n,43,"cappuccino, cappuccinos",bonus,4307
4308,charm|n,charm,n,43,"charm, charms",bonus,4308
4309,cock|n,cock,n,43,"cock, cocks",bonus,4309
4310,consume|v,consume,v,43,"consume, consumed, consumes, consuming",bonus,4310
4311,crank|v,crank,v,43,"crank, cranked, cranking, cranks",bonus,4311
4312,duck|v,duck,v,43,"duck, ducked, ducking, ducks",bonus,4312
4313,European|K,European,K,43,"European, Europeans",bonus,4313
4314,fatso|n,fatso,n,43,"fatso, fatsos",bonus,4314
4315,fiction|n,fiction,n,43,"fiction, fictions",bonus,4315
4316,headquarters|n,headquarters,n,43,headquarters,bonus,4316
4303,adore|v,adore,v,43,"adore, adored, adores, adoring",bonus,4303
4318,income|n,income,n,43,"income, incomes",bonus,4318
4326,mail|v,mail,v,43,"mail, mailed, mailing, mails",bonus,4326
4319,ink|n,ink,n,43,"ink, inks",bonus,4319
4330,piggy|n,piggy,n,43,"piggy, piggies",bonus,4330
4329,pfft|u,pfft,u,43,pfft,bonus,4329
4328,originally|r,originally,r,43,originally,bonus,4328
4327,marketing|n,marketing,n,43,"marketing, marketings",bonus,4327
4331,pineapple|n,pineapple,n,43,"pineapple, pineapples",bonus,4331
4325,magnet|n,magnet,n,43,"magnet, magnets",bonus,4325
4323,liquid|n,liquid,n,43,"liquid, liquids",bonus,4323
4322,kindly|r,kindly,r,43,kindly,bonus,4322
4321,jinx|v,jinx,v,43,"jinx, jinxed, jinxes, jinxing",bonus,4321
4324,lump|n,lump,n,43,"lump, lumps",bonus,4324
4320,instrument|n,instrument,n,43,"instrument, instruments",bonus,4320
4401,rep|n,rep,n,42,"rep, reps",bonus,4401
4405,sincere|j,sincere,j,42,"sincere, sincerer, sincerest",bonus,4405
4404,shack|n,shack,n,42,"shack, shacks",bonus,4404
4403,seat|v,seat,v,42,"seat, seated, seating, seats",bonus,4403
4402,retard|n,retard,n,42,"retard, retards",bonus,4402
4399,reflect|v,reflect,v,42,"reflect, reflected, reflecting, reflects",bonus,4399
4400,relation|n,relation,n,42,"relation, relations",bonus,4400
4407,snap|u,snap,u,42,snap,bonus,4407
4398,pursue|v,pursue,v,42,"pursue, pursued, pursues, pursuing",bonus,4398
4397,plaque|n,plaque,n,42,"plaque, plaques",bonus,4397
4396,overcome|v,overcome,v,42,"overcome, overcame, overcomes, overcoming",bonus,4396
4395,omelet|n,omelet,n,42,"omelet, omelets, omelette, omelettes",bonus,4395
4394,oatmeal|n,oatmeal,n,42,oatmeal,bonus,4394
4406,slice|v,slice,v,42,"slice, sliced, slices, slicing",bonus,4406
4410,tricky|j,tricky,j,42,"tricky, trickier, trickiest",bonus,4410
4408,spell|n,spell,n,42,"spell, spells",bonus,4408
4409,theft|n,theft,n,42,"theft, thefts",bonus,4409
4411,tummy|n,tummy,n,42,"tummy, tummies",bonus,4411
4412,twenty-six|m,twenty-six,m,42,twenty-six,bonus,4412
4413,undo|v,undo,v,42,"undo, undid, undoes, undoing, undone",bonus,4413
4415,unpleasant|j,unpleasant,j,42,unpleasant,bonus,4415
4416,vase|n,vase,n,42,"vase, vases",bonus,4416
4417,waist|n,waist,n,42,"waist, waists",bonus,4417
4418,IQ|abbr,IQ,abbr,42,"IQ, IQs",bonus,4418
4419,swan|n,swan,n,42,"swan, swans",bonus,4419
4420,premiere|n,premiere,n,42,"premiere, premieres",bonus,4420
4421,thunder|n,thunder,n,42,"thunder, thunders",bonus,4421
4393,nominate|v,nominate,v,42,"nominate, nominated, nominates, nominating",bonus,4393
4414,unnecessary|j,unnecessary,j,42,unnecessary,bonus,4414
4391,knit|v,knit,v,42,"knit, knits, knitted, knitting",bonus,4391
4392,meter|n,meter,n,42,"meter, meters",bonus,4392
4376,confusion|n,confusion,n,42,"confusion, confusions",bonus,4376
4390,irresponsible|j,irresponsible,j,42,irresponsible,bonus,4390
4364,active|j,active,j,42,active,bonus,4364
4365,aid|n,aid,n,42,"aid, aids",bonus,4365
4366,aspirin|n,aspirin,n,42,"aspirin, aspirins",bonus,4366
4367,bakery|n,bakery,n,42,"bakery, bakeries",bonus,4367
4368,biggie|n,biggie,n,42,"biggy, biggie, biggies",bonus,4368
4369,bold|j,bold,j,42,"bold, bolder, boldest",bonus,4369
4370,bomb|v,bomb,v,42,"bomb, bombed, bombing, bombs",bonus,4370
4371,brat|n,brat,n,42,"brat, brats",bonus,4371
4372,cemetery|n,cemetery,n,42,"cemetery, cemeteries",bonus,4372
4373,cleanse|v,cleanse,v,42,"cleanse, cleansed, cleanses, cleansing",bonus,4373
4374,colleague|n,colleague,n,42,"colleague, colleagues",bonus,4374
4375,colon|n,colon,n,42,"colon, colons",bonus,4375
4363,abort|v,abort,v,42,"abort, aborted, aborting, aborts",bonus,4363
4377,congratulate|v,congratulate,v,42,"congratulate, congratulated, congratulates, congratulating",bonus,4377
4384,fog|n,fog,n,42,"fog, fogs",bonus,4384
4389,investor|n,investor,n,42,"investor, investors",bonus,4389
4388,investigation|n,investigation,n,42,"investigation, investigations",bonus,4388
4387,insensitive|j,insensitive,j,42,insensitive,bonus,4387
4385,fuzzy|j,fuzzy,j,42,"fuzzy, fuzzier, fuzziest",bonus,4385
4386,individual|n,individual,n,42,"individual, individuals",bonus,4386
4383,ego|n,ego,n,42,"ego, egos",bonus,4383
4382,dull|j,dull,j,42,"dull, duller, dullest",bonus,4382
4381,demand|n,demand,n,42,"demand, demands",bonus,4381
4380,creeps|n,creeps,n,42,creeps,bonus,4380
4379,context|n,context,n,42,"context, contexts",bonus,4379
4378,contact|v,contact,v,42,"contact, contacted, contacting, contacts",bonus,4378
4457,secondly|r,secondly,r,41,secondly,bonus,4457
4461,sprinkles|n,sprinkles,n,41,sprinkles,bonus,4461
4460,sponsor|v,sponsor,v,41,"sponsor, sponsored, sponsoring, sponsors",bonus,4460
4459,sip|n,sip,n,41,"sip, sips",bonus,4459
4458,single|n,single,n,41,"single, singles",bonus,4458
4451,rabies|n,rabies,n,41,rabies,bonus,4451
4456,satisfaction|n,satisfaction,n,41,"satisfaction, satisfactions",bonus,4456
4455,restrain|v,restrain,v,41,"restrain, restrained, restraining, restrains",bonus,4455
4454,relevant|j,relevant,j,41,relevant,bonus,4454
